datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,year,month,day,dayofweek,is_weekend,total_sales,total_sales_lag_1,total_sales_lag_7,total_sales_lag_30,rolling_mean_7,rolling_std_7
2015-03-07,3.33,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2015,3,276,0.0,2015,3,7,5,1,7.33,36.47,53.870000000000005,50.42,61.049,17.2543344409456
2015-03-08,6.0,3.397,2.4,55.4,9.0,0.0,2.0,1.0,2015,3,276,0.0,2015,3,8,6,1,79.197,7.33,56.492999999999995,58.96,54.40042857142857,26.804976987226
2015-03-09,2.0,3.0,5.0,32.7,10.0,0.0,1.0,1.0,2015,3,276,0.0,2015,3,9,0,0,54.7,79.197,67.55000000000001,53.5,57.64385714285715,28.425027249641445
2015-03-10,1.34,3.66,5.0,40.4,6.0,0.0,6.0,3.0,2015,3,276,0.0,2015,3,10,1,0,65.4,54.7,83.13,52.699,55.808142857142855,28.09163204246996
2015-03-11,11.0,5.0,3.2,32.0,9.0,0.0,4.0,0.0,2015,3,276,0.0,2015,3,11,2,0,64.2,65.4,81.5,47.17,53.275285714285715,25.934054296197043
2015-03-12,2.68,6.387,6.1,19.0,5.0,0.0,2.0,3.0,2015,3,276,0.0,2015,3,12,3,0,44.167,64.2,48.33,72.33,50.803857142857154,23.50677280011426
2015-03-13,4.0,3.33,6.7,63.4,11.0,2.0,1.0,0.0,2015,3,276,0.0,2015,3,13,4,0,91.43,44.167,36.47,98.24000000000001,50.20914285714286,23.63211907855193
2015-03-14,2.66,4.33,4.0,39.1,9.0,0.0,9.0,3.0,2015,3,276,0.0,2015,3,14,5,1,71.09,91.43,7.33,53.82,58.060571428571436,27.17150104955035
2015-03-15,3.34,4.16,3.0,41.0,3.0,0.0,12.0,3.0,2015,3,276,0.0,2015,3,15,6,1,69.5,71.09,79.197,81.84,67.16914285714286,15.519640421399133
2015-03-16,8.0,3.01,4.9,46.8,8.0,0.0,0.0,1.0,2015,3,276,0.0,2015,3,16,0,0,71.71,69.5,54.7,64.96600000000001,65.78385714285714,14.676999380306787
2015-03-17,5.0,3.0,4.6,28.8,9.0,1.0,2.0,0.0,2015,3,276,0.0,2015,3,17,1,0,53.4,71.71,65.4,72.31,68.21385714285715,13.924910800774487
2015-03-18,7.33,2.0,5.3,24.4,5.0,0.0,20.0,2.0,2015,3,276,0.0,2015,3,18,2,0,66.03,53.4,64.2,64.86,66.49957142857143,15.02431356010593
2015-03-19,2.0,2.33,1.5,31.0,7.0,0.0,15.0,0.0,2015,3,276,0.0,2015,3,19,3,0,58.83,66.03,44.167,64.223,66.761,14.99352105633192
2015-03-20,1.0,7.0,3.0,38.6,13.0,1.0,5.0,1.0,2015,3,276,0.0,2015,3,20,4,0,69.6,58.83,91.43,56.202000000000005,68.85571428571428,12.045269966730958
2015-03-21,10.33,3.34,3.0,41.6,4.0,0.0,6.0,2.0,2015,3,276,0.0,2015,3,21,5,1,70.27000000000001,69.6,71.09,59.032000000000004,65.73714285714286,6.992952915342155
2015-03-22,8.34,6.67,2.0,43.2,9.0,0.0,10.0,0.0,2015,3,276,0.0,2015,3,22,6,1,79.21000000000001,70.27000000000001,69.5,73.49000000000001,65.61999999999999,6.894514727907628
2015-03-23,2.0,4.34,7.0,28.0,5.0,0.0,0.0,2.0,2015,3,276,0.0,2015,3,23,0,0,48.34,79.21000000000001,71.71,82.147,67.00714285714285,8.576815093195096
2015-03-24,4.0,5.472,5.2,22.4,8.0,2.0,9.0,4.0,2015,3,276,0.0,2015,3,24,1,0,60.072,48.34,53.4,77.94,63.66857142857143,10.721423146472484
2015-03-25,3.68,8.66,6.4,17.6,10.0,2.0,13.0,1.0,2015,3,276,0.0,2015,3,25,2,0,62.34,60.072,66.03,100.06,64.62171428571429,9.923254535253559
2015-03-26,5.0,1.747,3.0,51.4,10.0,0.0,6.0,5.0,2015,3,276,0.0,2015,3,26,3,0,82.14699999999999,62.34,58.83,59.29,64.09457142857143,9.933979378160394
2015-03-27,3.0,2.67,2.0,27.0,3.0,0.0,22.0,1.0,2015,3,276,0.0,2015,3,27,4,0,60.67,82.14699999999999,69.6,55.43,67.42557142857143,11.637648786834747
2015-03-28,1.33,3.056,3.0,50.5,6.0,0.0,0.0,2.0,2015,3,276,0.0,2015,3,28,5,1,65.886,60.67,70.27000000000001,61.7,66.14985714285714,11.847128293790256
2015-03-29,6.0,5.727,2.3,35.5,7.0,0.0,8.0,2.0,2015,3,276,0.0,2015,3,29,6,1,66.527,65.886,79.21000000000001,68.803,65.52357142857143,11.708081964425942
2015-03-30,6.33,4.827,10.0,25.7,4.0,0.0,0.0,0.0,2015,3,276,0.0,2015,3,30,0,0,50.857,66.527,48.34,53.870000000000005,63.71171428571429,10.109268498335082
2015-03-31,5.0,2.0,11.2,33.5,5.0,0.0,2.0,4.0,2015,3,276,0.0,2015,3,31,1,0,62.7,50.857,60.072,56.492999999999995,64.07128571428571,9.497656688437948
2015-04-01,6.34,1.33,1.0,24.8,7.0,2.0,5.0,1.0,2015,4,276,0.0,2015,4,1,2,0,48.47,62.7,62.34,67.55000000000001,64.44671428571428,9.364226319959924
2015-04-02,5.0,3.99,5.4,35.07,3.0,0.0,3.0,5.0,2015,4,276,0.0,2015,4,2,3,0,60.46,48.47,82.14699999999999,83.13,62.46528571428571,11.176367533241583
2015-04-03,5.33,2.32,4.0,34.2,12.0,0.0,0.0,4.0,2015,4,276,0.0,2015,4,3,4,0,61.85,60.46,60.67,81.5,59.36714285714286,7.058434869680721
2015-04-04,3.67,4.33,6.0,43.0,7.0,1.0,5.0,6.0,2015,4,276,0.0,2015,4,4,5,1,76.0,61.85,65.886,48.33,59.535714285714285,7.108647848789258
2015-04-05,3.34,5.01,4.5,31.6,4.0,0.0,0.0,1.0,2015,4,276,0.0,2015,4,5,6,1,49.45,76.0,66.527,36.47,60.98057142857143,9.303498765825438
2015-04-06,7.33,3.33,5.3,32.9,4.0,0.0,3.0,2.0,2015,4,276,0.0,2015,4,6,0,0,57.86,49.45,50.857,7.33,58.541,9.83074413934846
2015-04-07,6.0,3.66,6.7,25.0,8.0,0.0,8.0,1.0,2015,4,276,0.0,2015,4,7,1,0,58.36,57.86,62.7,79.197,59.541428571428575,9.258105329154297
2015-04-08,4.0,2.33,3.0,18.0,11.0,0.0,10.0,4.0,2015,4,276,0.0,2015,4,8,2,0,52.33,58.36,48.47,54.7,58.92142857142858,9.156086188198268
2015-04-09,1.33,6.0,8.0,22.2,8.0,0.0,6.0,1.0,2015,4,276,0.0,2015,4,9,3,0,52.53,52.33,60.46,65.4,59.472857142857144,8.51556949413982
2015-04-10,9.84,6.505,4.0,65.6,5.0,2.0,8.0,5.0,2015,4,276,0.0,2015,4,10,4,0,105.945,52.53,61.85,64.2,58.339999999999996,8.881955490393658
2015-04-11,11.68,3.0,3.4,26.0,9.0,0.0,5.0,6.0,2015,4,276,0.0,2015,4,11,5,1,64.08,105.945,76.0,44.167,64.63928571428572,20.205130212516906
2015-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,4,276,0.0,2015,4,12,6,1,0.0,64.08,49.45,91.43,62.93642857142857,19.580741540751607
2015-04-13,6.67,1.34,7.0,25.2,5.0,0.0,3.0,7.0,2015,4,276,0.0,2015,4,13,0,0,55.21,0.0,57.86,71.09,55.87214285714286,30.903651329190705
2015-04-14,4.66,6.01,7.0,41.8,5.0,0.0,5.0,2.0,2015,4,276,0.0,2015,4,14,1,0,71.47,55.21,58.36,69.5,55.49357142857143,30.891470332208442
2015-04-15,2.0,2.33,3.0,29.25,15.0,0.0,0.0,2.0,2015,4,276,0.0,2015,4,15,2,0,53.58,71.47,52.33,71.71,57.366428571428564,31.485907788814263
2015-04-16,2.34,1.0,7.2,30.6,7.0,0.0,9.0,4.0,2015,4,276,0.0,2015,4,16,3,0,61.14,53.58,52.53,53.4,57.545,31.45611374068111
2015-04-17,9.33,3.66,3.0,29.65,6.0,0.0,1.0,5.0,2015,4,276,0.0,2015,4,17,4,0,57.64,61.14,105.945,66.03,58.77499999999999,31.3956102292449
2015-04-18,7.33,3.0,1.0,31.3,1.0,0.0,1.0,4.0,2015,4,276,0.0,2015,4,18,5,1,48.63,57.64,64.08,58.83,51.87428571428571,23.653915713290008
2015-04-19,9.32,5.528,3.8,36.5,3.0,0.0,0.0,2.0,2015,4,276,0.0,2015,4,19,6,1,60.147999999999996,48.63,0.0,69.6,49.66714285714285,23.037982922618383
2015-04-20,3.0,5.043,3.7,38.0,13.0,0.0,1.0,3.0,2015,4,276,0.0,2015,4,20,0,0,66.743,60.147999999999996,55.21,70.27000000000001,58.25971428571428,7.195939172299132
2015-04-21,6.33,1.0,2.0,35.2,9.0,0.0,0.0,6.0,2015,4,276,0.0,2015,4,21,1,0,59.53,66.743,71.47,79.21000000000001,59.90728571428571,7.684976484767497
2015-04-22,1.33,4.627,3.2,32.0,3.0,0.0,1.0,2.0,2015,4,276,0.0,2015,4,22,2,0,47.157,59.53,53.58,48.34,58.20157142857142,5.779748202622224
2015-04-23,4.0,1.0,1.0,28.2,8.0,0.0,1.0,4.0,2015,4,276,0.0,2015,4,23,3,0,47.2,47.157,61.14,60.072,57.284,7.013831691736009
2015-04-24,10.0,1.0,4.0,30.0,5.0,0.0,1.0,5.0,2015,4,276,0.0,2015,4,24,4,0,56.0,47.2,57.64,62.34,55.29257142857143,7.683541020847593
2015-04-25,5.0,3.165,8.0,38.1,3.0,0.0,1.0,3.0,2015,4,276,0.0,2015,4,25,5,1,61.265,56.0,48.63,82.14699999999999,55.05828571428572,7.624812800200097
2015-04-26,7.0,6.0,3.0,37.6,5.0,0.0,1.0,1.0,2015,4,276,0.0,2015,4,26,6,1,60.6,61.265,60.147999999999996,60.67,56.863285714285716,7.339628639885597
2015-04-27,3.0,0.78,4.0,43.0,10.0,0.0,0.0,10.0,2015,4,276,0.0,2015,4,27,0,0,70.78,60.6,66.743,65.886,56.92785714285714,7.375244525405524
2015-04-28,4.33,4.67,3.1,15.2,7.0,0.0,5.0,6.0,2015,4,276,0.0,2015,4,28,1,0,45.3,70.78,59.53,66.527,57.50457142857143,8.36243612545898
2015-04-29,2.0,0.43,4.2,27.6,2.0,0.0,11.0,3.0,2015,4,276,0.0,2015,4,29,2,0,50.230000000000004,45.3,47.157,50.857,55.47171428571429,9.447254216866156
2015-04-30,3.0,8.727,2.6,32.6,7.0,0.0,3.0,7.0,2015,4,276,0.0,2015,4,30,3,0,63.927,50.230000000000004,47.2,62.7,55.910714285714285,9.059945929093363
2015-05-01,5.34,1.68,4.94,11.4,4.0,0.0,0.0,4.7,2015,5,276,0.0,2015,5,1,4,0,32.06,63.927,56.0,48.47,58.30028571428572,8.572335868250606
2015-05-02,5.0,3.66,3.0,47.8,6.0,2.0,0.0,5.0,2015,5,276,0.0,2015,5,2,5,1,72.46,32.06,61.265,60.46,54.88028571428572,13.180137413475446
2015-05-03,6.67,1.066,2.1,19.2,4.0,0.0,1.0,6.0,2015,5,276,0.0,2015,5,3,6,1,40.036,72.46,60.6,61.85,56.47957142857143,14.678067014621321
2015-05-04,4.0,4.723,8.6,36.0,5.0,1.0,10.0,3.3,2015,5,276,0.0,2015,5,4,0,0,72.623,40.036,70.78,76.0,53.54185714285715,15.735712359985172
2015-05-05,3.34,3.462,2.0,19.0,6.0,0.0,5.0,2.5,2015,5,276,0.0,2015,5,5,1,0,41.302,72.623,45.3,49.45,53.80514285714286,16.083775825642544
2015-05-06,4.66,6.497,2.0,40.2,11.0,0.0,0.0,6.0,2015,5,276,0.0,2015,5,6,2,0,70.357,41.302,50.230000000000004,57.86,53.234,16.501690650758572
2015-05-07,2.0,3.34,2.0,21.0,4.0,1.0,5.0,10.0,2015,5,276,0.0,2015,5,7,3,0,48.34,70.357,63.927,58.36,56.10928571428571,17.607465289040388
2015-05-08,1.0,6.34,5.0,16.0,8.0,0.0,4.0,1.0,2015,5,276,0.0,2015,5,8,4,0,41.34,48.34,32.06,52.33,53.88257142857143,17.43881853659762
2015-05-09,3.66,4.34,7.4,21.0,11.0,1.0,1.0,6.0,2015,5,276,0.0,2015,5,9,5,1,55.4,41.34,72.46,52.53,55.20828571428571,15.776898709973452
2015-05-10,3.34,5.427,3.8,13.0,3.0,0.0,1.0,10.0,2015,5,276,0.0,2015,5,10,6,1,39.567,55.4,40.036,105.945,52.77114285714286,13.870235811845093
2015-05-11,3.33,6.66,5.9,21.0,3.0,0.0,6.0,4.0,2015,5,276,0.0,2015,5,11,0,0,49.89,39.567,72.623,64.08,52.70414285714286,13.942947744631459
2015-05-12,7.33,1.99,8.2,22.95,13.0,0.0,0.0,8.0,2015,5,276,0.0,2015,5,12,1,0,61.47,49.89,41.302,0.0,49.45657142857143,10.830252687989946
2015-05-13,8.0,3.44,9.0,28.4,5.0,0.0,2.0,4.5,2015,5,276,0.0,2015,5,13,2,0,60.339999999999996,61.47,70.357,55.21,52.33771428571429,10.980928781517594
2015-05-14,3.0,5.067,3.0,14.0,1.0,0.0,0.0,5.0,2015,5,276,0.0,2015,5,14,3,0,31.067,60.339999999999996,48.34,71.47,50.906714285714294,8.645734723247138
2015-05-15,3.34,6.53,4.3,48.4,8.0,0.0,4.0,3.2,2015,5,276,0.0,2015,5,15,4,0,77.77,31.067,41.34,53.58,48.43914285714286,11.495624188193935
2015-05-16,5.0,4.066,4.1,40.4,4.0,0.0,0.0,4.0,2015,5,276,0.0,2015,5,16,5,1,61.565999999999995,77.77,55.4,61.14,53.64342857142857,15.347125006084386
2015-05-17,5.0,3.33,5.0,23.2,0.0,0.0,0.0,8.0,2015,5,276,0.0,2015,5,17,6,1,44.53,61.565999999999995,39.567,57.64,54.52428571428571,15.638924224663336
2015-05-18,7.0,2.713,5.2,21.4,6.0,1.0,2.0,2.2,2015,5,276,0.0,2015,5,18,0,0,47.513000000000005,44.53,49.89,48.63,55.233285714285714,14.94491156117789
2015-05-19,3.0,1.66,3.0,20.0,8.0,0.0,0.0,3.0,2015,5,276,0.0,2015,5,19,1,0,38.66,47.513000000000005,61.47,60.147999999999996,54.89371428571428,15.112617451589752
2015-05-20,5.67,6.465,2.0,17.0,12.0,1.0,5.0,6.0,2015,5,276,0.0,2015,5,20,2,0,55.135,38.66,60.339999999999996,66.743,51.63514285714285,15.897091814003485
2015-05-21,6.0,1.957,3.0,10.0,5.0,0.0,1.0,3.3,2015,5,276,0.0,2015,5,21,3,0,30.257,55.135,31.067,59.53,50.891571428571424,15.539784113227366
2015-05-22,3.0,0.198,2.0,15.0,8.0,0.0,0.0,7.0,2015,5,276,0.0,2015,5,22,4,0,35.198,30.257,77.77,47.157,50.77585714285714,15.714046364410933
2015-05-23,5.68,2.69,5.0,23.45,10.0,0.0,2.0,7.0,2015,5,276,0.0,2015,5,23,5,1,55.82,35.198,61.565999999999995,47.2,44.69414285714286,11.080483314196588
2015-05-24,5.33,7.769,3.0,20.0,5.0,0.0,0.0,1.3,2015,5,276,0.0,2015,5,24,6,1,42.399,55.82,44.53,56.0,43.873285714285714,9.755948197796751
2015-05-25,9.66,3.33,4.0,30.0,11.0,3.0,0.0,3.0,2015,5,276,0.0,2015,5,25,0,0,63.99,42.399,47.513000000000005,61.265,43.56885714285715,9.765284249635998
2015-05-26,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2015,5,276,0.0,2015,5,26,1,0,85.18,63.99,38.66,60.6,45.922714285714285,12.482300585419367
2015-05-27,4.0,2.66,2.0,24.2,7.0,0.0,0.0,1.0,2015,5,276,0.0,2015,5,27,2,0,40.86,85.18,55.135,70.78,52.568428571428576,18.770880825160567
2015-05-28,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2015,5,276,0.0,2015,5,28,3,0,58.13,40.86,30.257,45.3,50.529142857142865,19.215727104194016
2015-05-29,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,2015,5,276,0.0,2015,5,29,4,0,70.14,58.13,35.198,50.230000000000004,54.51100000000001,17.084554223040183
2015-05-30,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,2015,5,276,0.0,2015,5,30,5,1,63.18,70.14,55.82,63.927,59.50271428571428,15.53568553057002
2015-05-31,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2015,5,276,0.0,2015,5,31,6,1,57.997,63.18,42.399,32.06,60.55414285714286,15.49390568824373
2015-06-01,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,2015,6,276,0.0,2015,6,1,0,0,52.71,57.997,63.99,72.46,62.782428571428575,13.432173116031853
2015-06-02,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,2015,6,276,0.0,2015,6,2,1,0,71.22999999999999,52.71,85.18,40.036,61.171,13.930531947249335
2015-06-03,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,2015,6,276,0.0,2015,6,3,2,0,58.96,71.22999999999999,40.86,72.623,59.17814285714285,10.49848691365528
2015-06-04,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,2015,6,276,0.0,2015,6,4,3,0,38.33,58.96,58.13,41.302,61.76385714285714,6.819105083723092
2015-06-05,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,2015,6,276,0.0,2015,6,5,4,0,37.67,38.33,70.14,70.357,58.93528571428571,11.24674911125118
2015-06-06,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,2015,6,276,0.0,2015,6,6,5,1,50.36,37.67,63.18,48.34,54.29671428571429,12.483245661209077
2015-06-07,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2015,6,276,0.0,2015,6,7,6,1,65.35,50.36,57.997,41.34,52.46528571428571,11.889032575084835
2015-06-08,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,2015,6,276,0.0,2015,6,8,0,0,66.16,65.35,52.71,55.4,53.51571428571428,12.752691032540092
2015-06-09,3.0,4.0,4.0,26.6,14.0,0.0,0.0,4.6,2015,6,276,0.0,2015,6,9,1,0,56.2,66.16,71.22999999999999,39.567,55.43714285714285,13.596398682844558
2015-06-10,4.34,3.01,8.0,18.676,6.0,0.0,7.0,2.0,2015,6,276,0.0,2015,6,10,2,0,49.025999999999996,56.2,58.96,49.89,53.29,11.747825330672903
2015-06-11,6.0,2.33,5.1,38.3,11.0,0.0,1.0,3.0,2015,6,276,0.0,2015,6,11,3,0,66.72999999999999,49.025999999999996,38.33,61.47,51.87085714285714,11.547030143844644
2015-06-12,1.67,1.66,2.0,17.5,2.0,2.0,0.0,5.0,2015,6,276,0.0,2015,6,12,4,0,31.83,66.72999999999999,37.67,60.339999999999996,55.928,10.971325413701553
2015-06-13,2.33,4.66,7.3,21.4,6.0,0.0,12.0,4.0,2015,6,276,0.0,2015,6,13,5,1,57.69,31.83,50.36,31.067,55.09371428571428,12.680080831949063
2015-06-14,5.0,3.67,1.6,14.0,6.0,0.0,3.0,2.0,2015,6,276,0.0,2015,6,14,6,1,35.269999999999996,57.69,65.35,77.77,56.140857142857136,12.52573212003424
2015-06-15,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,2015,6,276,0.0,2015,6,15,0,0,73.36,35.269999999999996,66.16,61.565999999999995,51.84371428571428,13.92174617536997
2015-06-16,7.0,3.34,4.0,20.0,6.0,0.0,8.0,5.0,2015,6,276,0.0,2015,6,16,1,0,53.34,73.36,56.2,44.53,52.87228571428572,15.348609597335795
2015-06-17,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,2015,6,276,0.0,2015,6,17,2,0,72.64,53.34,49.025999999999996,47.513000000000005,52.46371428571428,15.28319043605627
2015-06-18,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,2015,6,276,0.0,2015,6,18,3,0,70.53,72.64,66.72999999999999,38.66,55.83714285714286,16.91675669692206
2015-06-19,5.33,4.01,3.1,24.0,13.0,2.0,10.0,6.3,2015,6,276,0.0,2015,6,19,4,0,67.74,70.53,31.83,55.135,56.379999999999995,17.37921555575319
2015-06-20,9.34,3.0,3.0,26.8,5.0,0.0,10.0,7.0,2015,6,276,0.0,2015,6,20,5,1,64.14,67.74,57.69,30.257,61.51,13.870541926447366
2015-06-21,9.34,0.68,5.0,18.0,5.0,0.0,6.0,2.0,2015,6,276,0.0,2015,6,21,6,1,46.019999999999996,64.14,35.269999999999996,35.198,62.43142857142857,13.78847880003623
2015-06-22,5.17,6.99,9.6,29.062,0.0,0.0,1.0,5.0,2015,6,276,0.0,2015,6,22,0,0,56.822,46.019999999999996,73.36,55.82,63.96714285714286,10.454789515314255
2015-06-23,4.67,5.67,3.5,19.0,7.0,0.0,5.0,5.0,2015,6,276,0.0,2015,6,23,1,0,49.84,56.822,53.34,42.399,61.60457142857143,9.828282638337608
2015-06-24,3.83,4.0,7.0,23.8,5.0,1.0,4.0,3.0,2015,6,276,0.0,2015,6,24,2,0,51.63,49.84,72.64,63.99,61.104571428571425,10.391686081625465
2015-06-25,6.33,4.34,6.0,24.125,4.0,0.0,0.0,3.0,2015,6,276,0.0,2015,6,25,3,0,47.795,51.63,70.53,85.18,58.103142857142856,9.500563271521903
2015-06-26,7.17,0.33,2.0,29.0,3.0,0.0,1.0,4.0,2015,6,276,0.0,2015,6,26,4,0,46.5,47.795,67.74,40.86,54.85528571428572,8.362168911518234
2015-06-27,7.33,3.33,6.0,36.0,10.0,0.0,1.0,2.0,2015,6,276,0.0,2015,6,27,5,1,65.66,46.5,64.14,58.13,51.821000000000005,6.568890342617481
2015-06-28,5.34,4.65,7.4,12.0,0.0,0.0,6.0,6.0,2015,6,276,0.0,2015,6,28,6,1,41.39,65.66,46.019999999999996,70.14,52.03814285714285,7.0513831368645
2015-06-29,5.68,3.66,4.0,22.0,15.0,0.0,11.0,3.0,2015,6,276,0.0,2015,6,29,0,0,64.34,41.39,56.822,63.18,51.376714285714286,7.878605136999931
2015-06-30,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,2015,6,276,0.0,2015,6,30,1,0,64.97,64.34,49.84,57.997,52.450714285714284,9.15383181540724
2015-07-01,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,2015,7,276,0.0,2015,7,1,2,0,75.16,64.97,51.63,52.71,54.612142857142864,10.165055278232579
2015-07-02,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,2015,7,276,0.0,2015,7,2,3,0,35.15,75.16,47.795,71.22999999999999,57.973571428571425,12.610821647261853
2015-07-03,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,2015,7,276,0.0,2015,7,3,4,0,59.83,35.15,46.5,58.96,56.167142857142856,14.992591186188958
2015-07-04,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,2015,7,276,0.0,2015,7,4,5,1,34.09,59.83,65.66,38.33,58.07142857142857,14.394706699074542
2015-07-05,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,2015,7,276,0.0,2015,7,5,6,1,42.54,34.09,41.39,37.67,53.56142857142857,16.423495799789833
2015-07-06,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,2015,7,276,0.0,2015,7,6,0,0,46.18,42.54,64.34,50.36,53.72571428571428,16.28663343270882
2015-07-07,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,2015,7,276,0.0,2015,7,7,1,0,46.42,46.18,64.97,65.35,51.13142857142857,15.751661741513093
2015-07-08,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,2015,7,276,0.0,2015,7,8,2,0,38.95,46.42,75.16,66.16,48.48142857142857,14.550046309859189
2015-07-09,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,2015,7,276,0.0,2015,7,9,3,0,47.76,38.95,35.15,56.2,43.30857142857143,8.775115248191701
2015-07-10,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,2015,7,276,0.0,2015,7,10,4,0,82.84,47.76,59.83,49.025999999999996,45.11,8.088601032729068
2015-07-11,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,2015,7,276,0.0,2015,7,11,5,1,77.23,82.84,34.09,66.72999999999999,48.39714285714285,15.936280112043816
2015-07-12,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,2015,7,276,0.0,2015,7,12,6,1,53.46,77.23,42.54,31.83,54.56,17.722696371225982
2015-07-13,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,2015,7,276,0.0,2015,7,13,0,0,42.89,53.46,46.18,57.69,56.120000000000005,16.952178817682015
2015-07-14,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,2015,7,276,0.0,2015,7,14,1,0,28.67,42.89,46.42,35.269999999999996,55.65,17.31541317246959
2015-07-15,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,2015,7,276,0.0,2015,7,15,2,0,49.35,28.67,38.95,73.36,53.114285714285714,19.98607753507664
2015-07-16,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,2015,7,276,0.0,2015,7,16,3,0,39.67,49.35,47.76,53.34,54.6,19.125686044340124
2015-07-17,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,2015,7,276,0.0,2015,7,17,4,0,38.129999999999995,39.67,82.84,72.64,53.44428571428572,19.839022033308375
2015-07-18,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,2015,7,276,0.0,2015,7,18,5,1,53.06,38.129999999999995,77.23,70.53,47.05714285714286,15.526165779403595
2015-07-19,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,2015,7,276,0.0,2015,7,19,6,1,35.36,53.06,53.46,67.74,43.604285714285716,9.023565180760192
2015-07-20,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,2015,7,276,0.0,2015,7,20,0,0,62.51,35.36,42.89,64.14,41.01857142857143,8.292366828538556
2015-07-21,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,2015,7,276,0.0,2015,7,21,1,0,35.129999999999995,62.51,28.67,46.019999999999996,43.82142857142857,11.66167001844276
2015-07-22,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,2015,7,276,0.0,2015,7,22,2,0,54.67,35.129999999999995,49.35,56.822,44.74428571428571,10.456104846998606
2015-07-23,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,2015,7,276,0.0,2015,7,23,3,0,27.5,54.67,39.67,49.84,45.50428571428572,11.024554196796098
2015-07-24,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,2015,7,276,0.0,2015,7,24,4,0,66.53999999999999,27.5,38.129999999999995,51.63,43.76571428571429,12.898331748903074
2015-07-25,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,2015,7,276,0.0,2015,7,25,5,1,47.0,66.53999999999999,53.06,47.795,47.824285714285715,15.10962481019172
2015-07-26,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,2015,7,276,0.0,2015,7,26,6,1,43.99,47.0,35.36,46.5,46.958571428571425,14.932208397254803
2015-07-27,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,2015,7,276,0.0,2015,7,27,0,0,52.18,43.99,62.51,65.66,48.19142857142857,14.150801424385131
2015-07-28,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,2015,7,276,0.0,2015,7,28,1,0,54.4,52.18,35.129999999999995,41.39,46.715714285714284,12.891303085339917
2015-07-29,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,2015,7,276,0.0,2015,7,29,2,0,50.058,54.4,54.67,64.34,49.46857142857142,12.033883314169493
2015-07-30,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,2015,7,276,0.0,2015,7,30,3,0,43.629999999999995,50.058,27.5,64.97,48.80971428571428,11.826101100451263
